person,school_type,ps_sum
"[""person810""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person811""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person812""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person813""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person814""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person815""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person816""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person817""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person818""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person819""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person820"", ""person820""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.042, 0.958]"
"[""person821""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person822""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person823""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person824""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person825"", ""person825""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.928, 0.07200000000000001]"
"[""person826""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person827""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person828""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person829""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person830""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person831""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person832"", ""person832""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.86, 0.14]"
"[""person833""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person834""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person835""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person836""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person837""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person838""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person839""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person840""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person841""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person842""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person843""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person844""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person845""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person846"", ""person846""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.51, 0.49]"
"[""person847""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person848""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person849"", ""person849""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.162, 0.838]"
"[""person850""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person851""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person852"", ""person852""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.036, 0.964]"
"[""person853""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person854""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person855""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person856""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person857"", ""person857""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.59, 0.41]"
"[""person858""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person859""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person860""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person861""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person862""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person863""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person864""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person865""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person866""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person867""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person868""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person869""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person870""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person871""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person872""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person873"", ""person873""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.266, 0.734]"
"[""person874"", ""person874""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.5920000000000001, 0.40800000000000003]"
"[""person875""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person876""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person877""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person878""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person879""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person880""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person881""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person882"", ""person882""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.644, 0.356]"
"[""person883""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person884""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person885""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person886""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person887""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person888"", ""person888""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.526, 0.474]"
"[""person889"", ""person889""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.226, 0.774]"
"[""person890""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person891""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person892""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person893""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person894""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person895"", ""person895""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.118, 0.882]"
"[""person896"", ""person896""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.998, 0.002]"
"[""person897""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person898""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person899""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person900""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person901""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person902""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person903""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person904""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person905""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person906""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person907""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person908""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person909""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person910""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person911""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person912""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person913""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person914""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person915""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person916""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person917""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person918""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person919""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person920"", ""person920""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.062, 0.938]"
"[""person921""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person922"", ""person922""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.002, 0.998]"
"[""person923""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person924"", ""person924""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.22, 0.78]"
"[""person925""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person926""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person927""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person928""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person929""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person930""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person931""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person932""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person933""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person934""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person935""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person936""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person937"", ""person937""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.186, 0.814]"
"[""person938""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person939""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person940""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person941""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person942""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person943"", ""person943""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.216, 0.784]"
"[""person944"", ""person944""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.85, 0.15]"
"[""person945""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person946""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person947"", ""person947""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.194, 0.806]"
"[""person948""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person949""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person950""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person951""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person952""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person953""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person954""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person955""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person956""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person957"", ""person957""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.184, 0.816]"
"[""person958""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person959""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person960""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person961""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person962""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person963""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person964"", ""person964""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.624, 0.376]"
"[""person965""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person966""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person967""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person968"", ""person968""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.124, 0.876]"
"[""person969""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person970""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person971""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person972"", ""person972""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.274, 0.726]"
"[""person973""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person974""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person975""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person976""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person977""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person978""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person979""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person980""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person981""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person982"", ""person982""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.136, 0.864]"
"[""person983"", ""person983""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.998, 0.002]"
"[""person984""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person985""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person986"", ""person986""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.002, 0.998]"
"[""person987""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person988""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person989"", ""person989""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.19, 0.81]"
"[""person990""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person991"", ""person991""]","Union{Missing, String}[""type 2"", ""type 1""]","[0.062, 0.938]"
"[""person992""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person993""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person994""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person995""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person996""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person997""]","Union{Missing, String}[""type 1""]",[1.0]
"[""person998"", ""person998""]","Union{Missing, String}[""type 1"", ""type 2""]","[0.5920000000000001, 0.40800000000000003]"
"[""person999""]","Union{Missing, String}[""type 2""]",[1.0]
"[""person1000""]","Union{Missing, String}[""type 1""]",[1.0]
